Name,Sr_No,Nationality,PD,Gender,Competition,Result,TimePoint_Label,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal,Neutral,Sighted_Blind,Group,Athlete_Code,PD_Code,SB_Code,Result_Code
Khatira Ismiyeva,108,AZE,High,Female,Paralympic,Loss,Pre,0.002810175239897344,0.06322039298383166,0.4053205840933334,0.01950855106605667,0.009951966990551333,0.0002148249253529333,-0.4236737409133333,0.4467382717333332,0.3280520093933333,Blind,High PD – Blind,299,1,1,0
Akmaral Nauatbek,109,UZB,High,Female,Paralympic,Win,Pre,0.001015018480016837,0.1025148526016364,0.002046392377845455,3.503692505254546e-05,0.0001358376260901818,0.0003735072791765455,-0.1014998332198182,0.2299110088909091,0.6395377912727273,Blind,High PD – Blind,16,1,1,1
Sandrine Martinet,110,FRA,High,Female,Paralympic,Loss,Pre,0.0,0.006358786218910345,0.07896908864775863,0.0,3.053626793965517e-07,0.0002608264503960173,-0.07896908864775863,0.4206502237931034,0.4590765081034482,Blind,High PD – Blind,506,1,1,0
Li Liqing,111,CHN,High,Female,Paralympic,Win,Pre,6.141569426692308e-05,0.5371628506373628,0.120987664121978,1.077897846340659e-06,0.00477264282707543,0.001201435048151209,-0.5704684302197802,0.4578934283516483,0.2052485838791208,Blind,High PD – Blind,323,1,1,1
Cahide Eke,112,TUR,High,Female,Paralympic,Win,Pre,0.0001257513037914035,0.01209429950239649,0.03191217168710526,0.0308593365227438,0.0001668176244542526,0.001379326611761754,-0.0337233141304035,0.2307363005263158,0.5652230801754387,Blind,High PD – Blind,100,1,1,1
Yuliia Ivanytska,113,UKR,High,Female,Paralympic,Loss,Pre,0.0003264982068378688,0.03555358243854098,0.06075010220104263,0.0004677040424262295,0.002821089354590164,0.001048221002480328,-0.07661188280743608,0.5047446803278689,0.6791661504918032,Blind,High PD – Blind,601,1,1,0
Isabell Thal,114,GER,Low,Female,Paralympic,Loss,Pre,0.00154318965028125,0.02649517238125,0.001992883306275,5.47134058171875e-05,0.000261306866071875,9.320586727585938e-06,-0.0249519827296875,0.295230068125,0.7553025542187499,Blind,Low PD – Blind,244,0,1,0
Junko Hirose,115,JPN,High,Female,Paralympic,Win,Pre,0.001028790761551021,0.3861292574489796,0.04993639159795918,0.001111884960058776,0.002857510950536735,0.002065051212044898,-0.3853394397959183,0.2755027140816327,0.3403994034693878,Blind,High PD – Blind,283,1,1,1
Kumushkon Khodjaeva,116,UZB,High,Female,Paralympic,Loss,Pre,8.13161716693198e-05,0.3051891109166667,0.070995808916625,0.0007391122459780207,0.001818910597978292,0.000213470645686489,-0.3173165121979167,0.36496264884375,0.4689648478125001,Blind,High PD – Blind,305,1,1,0
Dayana Fedossova,117,KAZ,High,Female,Paralympic,Win,Pre,9.73257741325e-05,0.12167967811,0.01928814208975,0.0004576350811815001,0.0006183365195650001,0.003217719922205,-0.1260330440675,0.35350346725,0.7102295814999999,Blind,High PD – Blind,136,1,1,1
Marta Arce Payno,118,ESP,High,Female,Paralympic,Win,Pre,5.995393910444571e-05,0.07208090939471427,0.03377532762314284,8.875358834880001e-05,3.264643408105715e-05,0.006050552933081428,-0.09072518159528573,0.2567520122857144,0.6306445424285715,Blind,High PD – Blind,370,1,1,1
Dondu Yesilyurt,119,TUR,High,Female,Paralympic,Loss,Pre,0.0004131451539807693,0.1181148827019231,0.004569862737692307,0.01508096790587808,0.004167388256538846,0.0002041860413403846,-0.1177017591933869,0.3066590236153846,0.7145713094230769,Blind,High PD – Blind,147,1,1,0
Lucia da Silva Teixeira Araujo,120,BRA,High,Female,Paralympic,Loss,Pre,2.800083789147836e-05,0.04571703666459105,0.2471821023926418,6.562062743384403e-05,4.081099069701493e-05,0.2986020247150185,-0.5193648798553283,0.6365900537313433,0.234497160641791,Blind,High PD – Blind,343,1,1,0
Alana Maldanado,121,BRA,High,Female,Paralympic,Win,Pre,9.243812110442538e-06,0.0006389629083517857,0.005429268237142858,3.159496902261906e-05,0.000119712331152381,4.884846742454197e-06,-0.005442891721428571,0.5478383657142857,0.9883743957142858,Blind,High PD – Blind,18,1,1,1
Wang Yue,122,CHN,High,Female,Paralympic,Loss,Pre,0.1419379481285455,0.1259346320418182,0.0271986946,0.003715745792909092,0.1555089638309091,0.002097483784412727,-0.07030070353272727,0.4834164399999999,0.4148846451272727,Blind,High PD – Blind,582,1,1,0
Kazusa Ogawa,123,JAP,High,Female,Paralympic,Win,Pre,0.004030954121598076,0.4370833167307693,0.06056237282596155,0.001067385411375,0.09145147380192306,0.01616877194538462,-0.4547138438461539,0.3114490976923077,0.25780722,Blind,High PD – Blind,293,1,1,1
Ina Kaldani,124,GEO,High,Female,Paralympic,Win,Pre,0.09572535999069766,0.02611054264372092,0.06866747748837208,0.001767220556860466,0.003876737644720931,0.0009647630079930232,0.02003614449534884,0.1964365934883721,0.6706781055813953,Blind,High PD – Blind,240,1,1,1
Kelly Victorio,125,BRA,High,Female,Paralympic,Loss,Pre,5.293498610857999e-06,0.01692975262113333,0.2641406380511111,2.125929283690667e-07,7.681404549012665e-06,2.144262586471112e-06,-0.2709578877791111,0.3999912506666667,0.4282500191111111,Blind,High PD – Blind,295,1,1,0
Ayala Mereke,126,KAZ,High,Female,Paralympic,Loss,Pre,0.006627473350300001,0.21194113358,0.24338473292,0.014874042146,0.013390430584,0.00853944211532,-0.2786144796,0.4845221552,0.3829934753999999,Blind,High PD – Blind,77,1,1,0
Rebeca de Souza Silva,127,BRA,High,Female,Paralympic,Win,Pre,3.916948388771817e-05,0.002706010997995302,0.09293620841953022,0.0009379366401302014,0.0001586358663051846,4.526599778743082e-06,-0.09289733769194632,0.4946907802013422,0.8452122397315436,Blind,High PD – Blind,475,1,1,1
Sheyla Hernandez Estupinan,128,CUB,High,Female,Paralympic,Loss,Pre,0.006088582125508475,0.003806320364226269,0.006087501873471287,0.000543489198619727,0.002432350712864794,0.002342663722526752,-0.004777136383875668,0.2996007030666667,0.7228570043333334,Blind,High PD – Blind,519,1,1,0
Wang Hongyu,129,CHN,High,Female,Paralympic,Win,Pre,0.001367185567374286,0.1018728213671429,0.12379453034157,0.001521566276128571,0.002540823588714286,0.001468756349343898,-0.1698150719,0.2586167981428572,0.4346565565714286,Blind,High PD – Blind,581,1,1,1
Zarina Raifova,130,KAZ,High,Female,Paralympic,Win,Pre,0.002376912798174648,0.3854660367887324,0.1602356800766436,0.0007259283293170422,0.002954398414798873,0.00652503317812676,-0.4420140157464788,0.4577630574647887,0.2798654765985915,Blind,High PD – Blind,605,1,1,1
Duesadaf Karimova,131,AZE,High,Female,Paralympic,Loss,Pre,0.005281522529655532,0.03540707498874411,0.02147308096251111,0.005868341489099121,0.003543199631684268,0.01839934768527494,-0.03999132546351111,0.2818666544444444,0.7798877890000001,Blind,High PD – Blind,150,1,1,0
Carolina Costa,132,ITA,Low,Female,Paralympic,Loss,Pre,0.001599611502043423,0.02689362137393243,0.01853290271716217,0.009010317362028827,0.002290923077091892,0.001533874440196937,-0.0374927796946982,0.2920526887297297,0.8363334357657657,Blind,Low PD – Blind,102,0,1,0
Abdelkader Bouamer,133,ALG,High,Male,Paralympic,Win,Pre,5.13095438342e-05,0.05206293250416801,0.0006246066475292,0.000157159098508,0.0006000675106526001,9.555702353367999e-05,-0.052106143209728,0.4802018996,0.8272458282000001,Blind,High PD – Blind,2,1,1,1
Mexsam Banitaba,134,IRI,High,Male,Paralympic,Loss,Pre,0.00701678652377848,0.008173112152608696,0.01157853330880087,0.07787146343578913,0.001478351268134783,0.01634093199469348,-0.01920339571,0.3933891366304348,0.6967114176086957,Blind,High PD – Blind,387,1,1,0
Alex Bologa,139,ROM,High,Male,Paralympic,Win,Pre,0.05174222102181937,0.05429525443425278,0.009346349902933057,0.004630757032786666,0.003131943704828431,0.009155327897884348,-0.002567764568297224,0.3340374318055556,0.7565574548611111,Blind,High PD – Blind,22,1,1,1
Yergali Shamey,140,KAZ,High,Male,Paralympic,Loss,Pre,5.981769194944447e-05,0.2355753164633055,0.0002424858723449999,4.873911357655557e-06,0.0001152430363722222,1.6762823866e-06,-0.2355408815307223,0.3233410916666667,0.5718319211111111,Blind,High PD – Blind,594,1,1,0
Lennart Sass,141,GER,Low,Male,Judo Grand Prix Giza Egypt 2025,Win,Pre,0.0003511644458956382,0.001128803224588404,0.03820835761368191,0.007354754989513533,0.0001293162942637234,4.157892190878723e-05,-0.03827791066363149,0.3345185120212766,0.7876668965957448,Sighted,Low PD – Sighted,317,0,0,1
Djibrilo Iafa,142,POR,High,Male,Paralympic,Win,Pre,1.091468464525679e-05,0.01308364202459368,0.2093839351515151,0.0001076167834183941,0.02415463053334637,0.01132038179242424,-0.2188331282878788,0.3902052659090909,0.4654684021666667,Blind,High PD – Blind,145,1,1,1
Shokhrukh Mamedov,143,UZB,High,Male,Paralympic,Loss,Pre,0.0005300395647406189,0.05786235208756786,0.08608318821190476,0.0001977019923895476,0.00148601308327381,0.06369873463495238,-0.14204616965,0.519924014047619,0.4264661819047619,Blind,High PD – Blind,525,1,1,0
Harlley Damiao Pereira Arruda,144,BRA,High,Male,Paralympic,Loss,Pre,0.006198694836221471,0.0011353031219,0.00868018183991765,0.006546093132769999,0.02969139878343781,0.006119142476310293,-0.03094411629898677,0.1392443055588235,0.8512607738235294,Blind,High PD – Blind,219,1,1,0
Arthur Cavalcante Da Silva,145,BRA,High,Male,Paralympic,Loss,Pre,0.0003154956401444915,0.0004313466585811984,0.005541147864750171,0.0007998990347736303,0.001389106913553525,0.0002832210084467288,-0.005952703821618645,0.3828235188135594,0.942088003559322,Blind,High PD – Blind,69,1,1,0
Daniel Powell,146,GBR,Low,Male,Paralympic,Loss,Pre,0.04682629731782178,0.01231669958229412,0.1014991905716347,0.000679371915232584,0.001276204370861059,0.003501539954649307,-0.06375262056418417,0.355486626039604,0.669448156039604,Blind,Low PD – Blind,125,0,1,0
Cyril Jonard,147,FRA,High,Male,Paralympic,Win,Pre,1.771602551041667e-06,0.05257746983541667,0.5563869716666666,1.913419269583333e-05,0.0006581275277083333,0.0570506975,-0.5672795154166667,0.4446249629166667,0.2330365195833334,Blind,High PD – Blind,120,1,1,1
Olex Cretul,148,MOL,High,Male,Paralympic,Win,Pre,2.757966389727185e-05,0.0006236034075439806,0.1045293848508738,0.0003736000257716301,0.0001287667607842456,0.04979502828586214,-0.1260269968116505,0.4540341879611651,0.6356572945631068,Blind,High PD – Blind,440,1,1,1
Turgun Abdiev,149,UZB,High,Male,Paralympic,Loss,Pre,0.0005763125822272727,0.01794488679725455,0.2467379992436364,0.01461847805655273,0.002359962393436364,0.001077195796150091,-0.2461616855890909,0.5370578836363638,0.5935006792727272,Blind,High PD – Blind,568,1,1,0
Yasin Cimciler,150,TUR,High,Male,Paralympic,Loss,Pre,8.263749846889999e-05,0.02364607506450735,0.0004799288962873608,0.0002947814889795918,0.0001446860519398404,3.340630440510203e-05,-0.02356344929333184,0.355022417244898,0.818438083877551,Blind,High PD – Blind,589,1,1,0
Wilians Silva de Araujo,151,BRA,High,Male,Paralympic,Win,Pre,0.002658119343487441,0.004893407434930603,0.01480911684450943,0.0003520100385491647,0.0006407563516905993,0.02227985582988779,-0.02289223754416981,0.2503432124528302,0.9007790604716981,Blind,High PD – Blind,583,1,1,1
Ion Basoc,152,MOL,High,Male,Paralympic,Loss,Pre,0.008779022062837191,4.884263438213602e-08,0.0550424072341579,0.0001975974489080702,3.964874364304488e-07,0.0,-0.04626338608702631,0.4419150928070176,0.6950642949122808,Blind,High PD – Blind,242,1,1,0
Jason Grandy,153,FRA,High,Male,Paralympic,Win,Pre,2.298839183408564e-05,0.01339287874014927,0.03945649199777777,0.0001125626214492419,4.858076323427226e-05,0.0001160803794229959,-0.04964504620587301,0.4119353211111112,0.5767203715873015,Blind,High PD – Blind,255,1,1,1
Ilham Zakiyev,154,AZE,High,Male,Paralympic,Win,Pre,0.000141912293832838,0.004579345625457334,0.006895597704227777,5.174657810253378e-05,7.790648304153704e-05,0.2777767053555555,-0.278489307575,0.4500643052962963,0.5642859261111111,Blind,High PD – Blind,235,1,1,1
Onur Tastan,155,TUR,High,Male,Paralympic,Loss,Pre,6.212096262781403e-07,0.01702150660141305,0.07588550557826089,0.0,1.453036327173913e-06,0.0006930029522826086,-0.07596862584673914,0.3561848084782609,0.7788606406521741,Blind,High PD – Blind,446,1,1,0
Ganbat Dashtseren,156,MGL,High,Male,Paralympic,Loss,Pre,0.001857569988050848,0.03003884334101695,0.2103179299152542,0.01642075071808475,0.006039447642258306,0.005376153987610169,-0.2084603601525424,0.4001270354237288,0.5670920472881354,Blind,High PD – Blind,195,1,1,0
Sherzod Namozov,157,UZB,High,Male,Paralympic,Win,Pre,0.001377166846104762,0.08236562970314285,0.02658858542689047,0.008954126189357143,0.002192459851761905,0.0002193845995728571,-0.09670375505103333,0.3914014826190477,0.4967012464285713,Blind,High PD – Blind,518,1,1,1
Zurab Zurabiani,158,GEO,High,Male,Paralympic,Loss,Pre,0.0008998862089130436,0.02748091467217391,8.912132012391304e-05,0.01452211725469565,3.687419543173912e-05,6.115514566130435e-06,-0.02660522333582609,0.2810488604347826,0.8405379226086956,Blind,High PD – Blind,613,1,1,0
Yujiro Seto,163,JPN,High,Male,Paralympic,Win,Pre,0.003135661050085186,0.05186563932160495,0.2242778765790123,0.02835956267428889,0.02269706869949753,0.009588658061296296,-0.2557844154691358,0.3199199790864198,0.4185419308641976,Blind,High PD – Blind,600,1,1,1
Giorgi Kaldani,164,GEO,High,Male,Paralympic,Loss,Pre,0.00504211653516063,0.01256100165984411,0.004890174434108928,0.0001992093882089286,0.0002036450695892857,0.001949732600225916,-0.01128405589076428,0.2593714475892857,0.7670615505357142,Blind,High PD – Blind,200,1,1,0
Uchkun Kuranbeav,165,UZB,High,Male,Paralympic,Win,Pre,0.005593611244013383,0.05319656421236484,0.1189366807808791,3.81068000126077e-05,0.0003873915155945352,0.0005322560041195345,-0.1452826631567033,0.5417619730769231,0.418416012967033,Blind,High PD – Blind,571,1,1,1
Osvaldas Bareikis,166,LIT,Low,Male,Paralympic,Win,Pre,0.002889815471614754,0.06556078897776559,0.1062685016578688,3.659339637049181e-06,0.0,6.841278106199035e-05,-0.1546795249627869,0.4367571447540983,0.4548293188524589,Blind,Low PD – Blind,450,0,1,1
Kim Donghoon,167,KOR,High,Male,Paralympic,Loss,Pre,0.001487544992518987,0.1670208534903291,0.2944744686267215,0.0005526102766641772,0.01298020431910886,0.006440141910366842,-0.4139379109431772,0.4282417240506328,0.2895123989873418,Blind,High PD – Blind,300,1,1,0
Nathan Petit,168,FRA,High,Male,Paralympic,Loss,Pre,3.185554427491702e-06,0.05140672189511997,0.00012729571836998,8.687630976421452e-06,3.95984476283888e-06,1.277995622083227e-05,-0.05140770424803793,0.2992438684523809,0.6006120726190476,Blind,High PD – Blind,423,1,1,0
Oleksandr Nazarenko,169,UKR,High,Male,Paralympic,Win,Pre,0.01061319384547263,0.01068788801502861,0.3803546711105376,0.0003052217051235896,7.77878158916185e-06,7.195264604584336e-05,-0.3719391410238323,0.6498582429479769,0.3365758297745665,Blind,High PD – Blind,439,1,1,1
Helios Latchoumanaya,170,FRA,High,Male,Paralympic,Loss,Pre,1.76269276558048e-05,0.2077334979649062,1.198736299047741e-06,5.745440962371539e-06,0.002554435574567907,4.49455575374917e-05,-0.2090086140241989,0.3083798641237113,0.6735962634845362,Blind,High PD – Blind,224,1,1,0
Davurkhon Karamatov,171,UZB,High,Male,Paralympic,Win,Pre,0.007285331719583334,0.08772753620370369,0.03254501675666667,0.009933298787529077,0.006482434370526851,0.01134854687543704,-0.08990371661111111,0.3914628796296296,0.525827962037037,Blind,High PD – Blind,135,1,1,1
Marcelo Casanova,172,BRA,High,Male,Paralympic,Win,Pre,0.0007807260877311593,0.008867624310434781,0.134175919942029,0.004172989230188406,0.004719112917971014,0.03104437140956522,-0.1349244858405797,0.3163098134782609,0.625339340289855,Blind,High PD – Blind,357,1,1,1
Lasha Kizilashvili,173,GEO,High,Male,Paralympic,Loss,Pre,0.01250161677425757,0.002499953945651515,0.1566709989045454,0.007345833365953333,0.003823537469981818,0.006684514048939395,-0.1451141324060606,0.2332458606666666,0.645671797969697,Blind,High PD – Blind,313,1,1,0
Simone Cannizzaro,174,ITA,Low,Male,Paralympic,Loss,Pre,5.8037864965129e-06,0.1376099741470145,0.1796063811172464,0.004953147276413888,0.003857434776127537,0.1353177864672464,-0.3186190599565218,0.5958380842028985,0.3085959849275363,Blind,Low PD – Blind,530,0,1,0
Ibrahim Bölükbasi,175,TUR,High,Male,Paralympic,Win,Pre,0.0002685250416572301,0.209147036255,0.05125006624814001,0.0001114737600066343,0.0001528383148524832,0.00202394667142133,-0.234951570823,0.3823275952,0.5220166694999999,Blind,High PD – Blind,233,1,1,1
Revaz Chikoidze,176,GEO,High,Male,Paralympic,Loss,Pre,0.0003805914937713943,0.003488068729532307,0.003408840369541634,5.97769262389926e-05,2.410580268470832e-06,1.521997950279688e-06,-0.006310480682694231,0.2687870141346154,0.9643377304807692,Blind,High PD – Blind,479,1,1,0
Zhurkamyrza Shukurbekov,177,KAZ,High,Male,Paralympic,Win,Pre,0.001558850246344944,0.1353463520426966,0.03342632555249438,0.001970317859230562,0.01026150968279775,0.01515440320680029,-0.151790936511236,0.2658290585168539,0.5232570696629214,Blind,High PD – Blind,610,1,1,1
Chris Skelley,178,GBR,Low,Male,Paralympic,Win,Pre,0.295929828434981,0.001286342780039138,0.01019769842376035,8.189782814024102e-06,0.0005747903981622546,0.00122570232030919,0.2857039250944552,0.5608464836206896,0.3609480626896552,Blind,Low PD – Blind,107,0,1,1
Nacer Zorgani,179,FRA,High,Male,Paralympic,Loss,Pre,7.883684167258065e-06,0.7152352523548386,7.497917913919357e-05,6.679202751612903e-05,0.0004670140077145162,1.308307147129032e-05,-0.7152273671935483,0.5804459182258064,0.1510592467887097,Blind,High PD – Blind,410,1,1,0
Tony Ricardo Mantolas,180,INA,High,Male,Paralympic,Loss,Pre,0.002037969636556826,0.03570658446603175,0.0144461607834127,0.02190930715989144,0.02790878428609032,0.0002241495103974603,-0.05216966091731746,0.3385615888888889,0.6890031047619046,Blind,High PD – Blind,565,1,1,0
Zhihui Hou,181,CHN,High,Female,Olympic,Win,Pre,0.0009512010842105264,0.1673379066842105,0.001329189559473684,0.0002114698803157895,0.0005533543167263158,9.338053615789474e-05,-0.1663867054210526,0.03587271405263158,0.569151967368421,Sighted,High PD – Sighted,609,1,0,1
Mihaela Valentina Cambei,182,ROU,High,Female,Olympic,Loss,Pre,0.004730081547249999,0.0732433699375,0.0376467928125,0.0007518220706249999,0.00562106444125,0.02780477158125,-0.0890481155625,0.1133870373125,0.54209969375,Sighted,High PD – Sighted,393,1,0,0
Surodchana Khambao,183,THA,High,Female,Olympic,Win,Pre,0.001139938102201364,0.3314544923636363,0.05554047453541819,0.003061543423636363,0.01100034552272727,0.01813466494928636,-0.3303145565454546,0.2483781095454545,0.3353066454545454,Sighted,High PD – Sighted,544,1,0,1
